device_id,measurement_id,room_name,room_id,predict_room,distance,optional_value,router_selection,handle_missing_values_strategy,router_presence_threshold,router_rssi_threshold,value_scaling_strategy,measurements_per_room,measurements_per_corridor,weights,algorithm,algorithm_value,duration,correct
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_353,13.74772708486752,-1,eduroam,-100,0,-100,none,13,9,distance,knn_euclidean,5,3.9284248352050786,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_353,16.06237840420901,-1,eduroam,-100,0,-100,none,13,11,distance,knn_euclidean,5,3.9807643890380864,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_353,14.560219778561036,-1,eduroam,-100,0,-100,none,13,13,distance,knn_euclidean,5,3.916783332824707,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,13.74772708486752,-1,eduroam,-100,0,-100,none,13,15,distance,knn_euclidean,5,4.09416389465332,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_353,13.74772708486752,-1,eduroam,-100,0,-100,none,13,17,distance,knn_euclidean,5,4.098043441772461,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,13.74772708486752,-1,eduroam,-100,0,-100,none,13,19,distance,knn_euclidean,5,3.9639959335327153,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,15,1,distance,knn_euclidean,5,3.924816131591797,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_353,16.06237840420901,-1,eduroam,-100,0,-100,none,15,3,distance,knn_euclidean,5,3.9289875030517583,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_353,16.09347693943108,-1,eduroam,-100,0,-100,none,15,5,distance,knn_euclidean,5,3.932827949523926,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,15,7,distance,knn_euclidean,5,3.984224319458008,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_353,16.06237840420901,-1,eduroam,-100,0,-100,none,15,9,distance,knn_euclidean,5,3.9936113357543945,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,13.74772708486752,-1,eduroam,-100,0,-100,none,15,11,distance,knn_euclidean,5,4.003607749938965,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_353,13.74772708486752,-1,eduroam,-100,0,-100,none,15,13,distance,knn_euclidean,5,4.12435245513916,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_353,13.74772708486752,-1,eduroam,-100,0,-100,none,15,15,distance,knn_euclidean,5,4.057676315307617,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_353,13.74772708486752,-1,eduroam,-100,0,-100,none,15,17,distance,knn_euclidean,5,4.07952880859375,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_353,13.74772708486752,-1,eduroam,-100,0,-100,none,15,19,distance,knn_euclidean,5,4.058764457702637,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,17,1,distance,knn_euclidean,5,3.9939479827880864,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,17,3,distance,knn_euclidean,5,4.047220230102539,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,17,5,distance,knn_euclidean,5,3.9951877593994145,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,17,7,distance,knn_euclidean,5,4.061424255371094,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,17,9,distance,knn_euclidean,5,4.0594482421875,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,13.74772708486752,-1,eduroam,-100,0,-100,none,17,11,distance,knn_euclidean,5,4.140456199645996,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,13.74772708486752,-1,eduroam,-100,0,-100,none,17,13,distance,knn_euclidean,5,4.247071266174316,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,17,15,distance,knn_euclidean,5,4.168844223022461,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,13.74772708486752,-1,eduroam,-100,0,-100,none,17,17,distance,knn_euclidean,5,4.139776229858398,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,17,19,distance,knn_euclidean,5,4.086134910583496,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,19,1,distance,knn_euclidean,5,4.055524826049805,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,19,3,distance,knn_euclidean,5,4.072296142578125,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,19,5,distance,knn_euclidean,5,4.083508491516113,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,19,7,distance,knn_euclidean,5,4.074019432067871,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,19,9,distance,knn_euclidean,5,4.099076271057129,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,19,11,distance,knn_euclidean,5,4.206692695617676,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,13.74772708486752,-1,eduroam,-100,0,-100,none,19,13,distance,knn_euclidean,5,4.110487937927246,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,13.74772708486752,-1,eduroam,-100,0,-100,none,19,15,distance,knn_euclidean,5,4.176179885864258,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,13.74772708486752,-1,eduroam,-100,0,-100,none,19,17,distance,knn_euclidean,5,4.1508283615112305,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,33,WH_C_335,2,WH_C_335,14.560219778561036,-1,eduroam,-100,0,-100,none,19,19,distance,knn_euclidean,5,4.137256622314453,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,12.727922061357855,-1,eduroam,-100,0,-100,none,1,1,distance,knn_euclidean,5,3.565847396850586,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,13.341664064126334,-1,eduroam,-100,0,-100,none,1,3,distance,knn_euclidean,5,3.5592870712280273,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,7.0710678118654755,-1,eduroam,-100,0,-100,none,1,5,distance,knn_euclidean,5,3.527459144592285,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,1,7,distance,knn_euclidean,5,3.573002815246582,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,1,9,distance,knn_euclidean,5,3.541515350341797,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,1,11,distance,knn_euclidean,5,3.557419776916504,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,1,13,distance,knn_euclidean,5,3.56290054321289,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,1,15,distance,knn_euclidean,5,3.7239475250244145,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,1,17,distance,knn_euclidean,5,3.6540451049804688,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,1,19,distance,knn_euclidean,5,3.6537160873413086,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,3,1,distance,knn_euclidean,5,3.5654993057250977,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_351,2.23606797749979,-1,eduroam,-100,0,-100,none,3,3,distance,knn_euclidean,5,3.586219787597656,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_351,2.23606797749979,-1,eduroam,-100,0,-100,none,3,5,distance,knn_euclidean,5,3.6349592208862305,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,3,7,distance,knn_euclidean,5,3.619415283203125,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,7.483314773547883,-1,eduroam,-100,0,-100,none,3,9,distance,knn_euclidean,5,3.659396171569824,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,7.745966692414834,-1,eduroam,-100,0,-100,none,3,11,distance,knn_euclidean,5,3.6114234924316406,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,3,13,distance,knn_euclidean,5,3.7593755722045903,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,3,15,distance,knn_euclidean,5,3.65645694732666,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,3,17,distance,knn_euclidean,5,3.73067569732666,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,3,19,distance,knn_euclidean,5,3.699143409729004,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_351,2.23606797749979,-1,eduroam,-100,0,-100,none,5,1,distance,knn_euclidean,5,3.632499694824219,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_351,5.656854249492381,-1,eduroam,-100,0,-100,none,5,3,distance,knn_euclidean,5,3.7682123184204097,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_351,2.23606797749979,-1,eduroam,-100,0,-100,none,5,5,distance,knn_euclidean,5,3.6834955215454097,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,5,7,distance,knn_euclidean,5,3.6799001693725586,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_351,2.23606797749979,-1,eduroam,-100,0,-100,none,5,9,distance,knn_euclidean,5,3.7277650833129887,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_351,2.23606797749979,-1,eduroam,-100,0,-100,none,5,11,distance,knn_euclidean,5,3.6923789978027344,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,5,13,distance,knn_euclidean,5,3.7085886001586914,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,6.324555320336759,-1,eduroam,-100,0,-100,none,5,15,distance,knn_euclidean,5,3.8056230545043945,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_35_corridor,5.656854249492381,-1,eduroam,-100,0,-100,none,5,17,distance,knn_euclidean,5,3.745303153991699,Not False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_351,2.23606797749979,-1,eduroam,-100,0,-100,none,5,19,distance,knn_euclidean,5,3.757180213928222,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_351,2.23606797749979,-1,eduroam,-100,0,-100,none,7,1,distance,knn_euclidean,5,3.7020759582519536,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,434,WH_C_351,5,WH_C_351,6.324555320336759,-1,eduroam,-100,0,-100,none,7,3,distance,knn_euclidean,5,3.731911659240723,True
