device_id,measurement_id,room_name,room_id,predict_room,distance,router_selection,handle_missing_values_strategy,router_presence_threshold,value_scaling_strategy,algorithm,algorithm_value,duration,correct
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,10.246950765959598,eduroam,-100,0.0,none,knn_euclidean,5.0,3.9477043151855473,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,10.246950765959598,eduroam,-100,0.0,none,knn_euclidean,7.0,3.9074316024780273,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,10.246950765959598,eduroam,-100,0.0,none,knn_euclidean,9.0,3.8630437850952144,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.0226155358898721,eduroam,-100,0.0,none,knn_sorensen,5.0,3.889016151428222,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.0226155358898721,eduroam,-100,0.0,none,knn_sorensen,7.0,3.8952035903930664,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.0226155358898721,eduroam,-100,0.0,none,knn_sorensen,9.0,4.13748836517334,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.5220784669921815,eduroam,-100,0.0,none,svm_linear,0.001,3.89753532409668,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.5522817361130005,eduroam,-100,0.0,none,svm_linear,0.005,4.011960029602051,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.5580564882163117,eduroam,-100,0.0,none,svm_linear,0.01,3.8991193771362305,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.640019027655198,eduroam,-100,0.0,none,svm_rbf,5.0,3.911533355712891,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.640708453743184,eduroam,-100,0.0,none,svm_rbf,1.0,3.9040279388427734,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.6942029090669855,eduroam,-100,0.0,none,svm_rbf,0.5,3.8900203704833984,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,10.246950765959598,eduroam,-100,0.25,none,knn_euclidean,5.0,3.843472480773926,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,10.246950765959598,eduroam,-100,0.25,none,knn_euclidean,7.0,3.8952684402465825,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,10.246950765959598,eduroam,-100,0.25,none,knn_euclidean,9.0,3.8558959960937504,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.0226155358898721,eduroam,-100,0.25,none,knn_sorensen,5.0,3.8466205596923824,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.0226155358898721,eduroam,-100,0.25,none,knn_sorensen,7.0,3.8630638122558594,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.0226155358898721,eduroam,-100,0.25,none,knn_sorensen,9.0,3.84489631652832,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.5371424328922301,eduroam,-100,0.25,none,svm_linear,0.001,3.897075653076172,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.5335285272917683,eduroam,-100,0.25,none,svm_linear,0.005,3.931208610534668,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.5130547684513934,eduroam,-100,0.25,none,svm_linear,0.01,3.929499626159668,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.6385085887922,eduroam,-100,0.25,none,svm_rbf,5.0,3.8926191329956055,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.7054270086656246,eduroam,-100,0.25,none,svm_rbf,1.0,3.901217460632324,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.6499921301405799,eduroam,-100,0.25,none,svm_rbf,0.5,3.906163215637207,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,10.246950765959598,eduroam,-100,0.5,none,knn_euclidean,5.0,3.844146728515625,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,10.246950765959598,eduroam,-100,0.5,none,knn_euclidean,7.0,3.9746885299682617,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,10.246950765959598,eduroam,-100,0.5,none,knn_euclidean,9.0,3.8738269805908208,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.0226155358898721,eduroam,-100,0.5,none,knn_sorensen,5.0,3.900775909423828,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.0226155358898721,eduroam,-100,0.5,none,knn_sorensen,7.0,3.8570241928100586,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.0226155358898721,eduroam,-100,0.5,none,knn_sorensen,9.0,4.03564453125,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,171,WH_C_355,9,WH_C_355,0.4771313737648829,eduroam,-100,0.5,none,svm_linear,0.001,4.037240028381348,True
