device_id,measurement_id,room_name,room_id,predict_room,distance,router_selection,handle_missing_values_strategy,router_presence_threshold,router_rssi_threshold,value_scaling_strategy,gamma_value,algorithm,algorithm_value,duration,correct
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.8807269283245324,all,-100,0,-100,none,scale,svm_rbf,0.001,4.04792022705078,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.874464310585111,all,-100,0,-100,none,auto,svm_rbf,0.001,3.845536231994629,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.8500655863084642,all,-100,0,-100,none,scale,svm_rbf,0.01,3.937643051147461,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.868028833677097,all,-100,0,-100,none,auto,svm_rbf,0.01,3.853495597839355,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.721792821059227,all,-100,0,-100,none,scale,svm_rbf,0.1,3.8497238159179688,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_625,0.8750847340037067,all,-100,0,-100,none,auto,svm_rbf,0.1,3.84619140625,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.7778934342184883,all,-100,0,-100,none,scale,svm_rbf,1.0,3.82815933227539,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.836784030580389,all,-100,0,-100,none,auto,svm_rbf,1.0,4.033307075500488,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.7310053019328642,all,-100,0,-100,none,scale,svm_rbf,10.0,4.060656547546388,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.8138488148190091,all,-100,0,-100,none,auto,svm_rbf,10.0,3.891752243041992,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.7355532102237605,all,-100,0,-100,none,scale,svm_rbf,100.0,3.864200592041016,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.8384223248519388,all,-100,0,-100,none,auto,svm_rbf,100.0,3.92595100402832,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.7036477686483642,all,-100,0,-100,none,scale,svm_rbf,1000.0,3.9827842712402344,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,342,WH_C_414,18,WH_C_414,0.8355146175400772,all,-100,0,-100,none,auto,svm_rbf,1000.0,4.048904418945312,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_456,0.8171905058287979,all,-100,0,-100,none,scale,svm_rbf,0.001,3.988423347473144,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_457,0.8325003502482744,all,-100,0,-100,none,auto,svm_rbf,0.001,3.9806718826293945,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_457,0.8133333114260527,all,-100,0,-100,none,scale,svm_rbf,0.01,4.19698429107666,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_457,0.8487485201843709,all,-100,0,-100,none,auto,svm_rbf,0.01,4.340771675109863,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_456,0.7022494965046262,all,-100,0,-100,none,scale,svm_rbf,0.1,4.155675888061523,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_457,0.8270335370188368,all,-100,0,-100,none,auto,svm_rbf,0.1,3.9673681259155273,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_456,0.6131568766061727,all,-100,0,-100,none,scale,svm_rbf,1.0,3.81786060333252,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_456,0.7773478804529471,all,-100,0,-100,none,auto,svm_rbf,1.0,3.8105602264404297,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_456,0.5820932357826794,all,-100,0,-100,none,scale,svm_rbf,10.0,3.816736221313477,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_456,0.7687386385951918,all,-100,0,-100,none,auto,svm_rbf,10.0,4.006500244140625,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_456,0.620548504917239,all,-100,0,-100,none,scale,svm_rbf,100.0,3.7853689193725586,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_456,0.7986043347074402,all,-100,0,-100,none,auto,svm_rbf,100.0,3.919556617736816,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_456,0.6993645287294101,all,-100,0,-100,none,scale,svm_rbf,1000.0,4.063316345214844,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,515,WH_C_456,26,WH_C_456,0.7954326258239091,all,-100,0,-100,none,auto,svm_rbf,1000.0,4.357784271240234,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_355,0.8795722184326582,all,-100,0,-100,none,scale,svm_rbf,0.001,4.0719404220581055,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_355,0.9016321160565364,all,-100,0,-100,none,auto,svm_rbf,0.001,3.9731683731079106,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_355,0.8619623859060874,all,-100,0,-100,none,scale,svm_rbf,0.01,4.006723403930664,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_355,0.9040350943640884,all,-100,0,-100,none,auto,svm_rbf,0.01,4.0732202529907235,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_355,0.8753373689300085,all,-100,0,-100,none,scale,svm_rbf,0.1,4.052943229675293,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_356,0.8956501139125206,all,-100,0,-100,none,auto,svm_rbf,0.1,4.054287910461426,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_357,0.7516915417391962,all,-100,0,-100,none,scale,svm_rbf,1.0,4.027732849121094,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_357,0.8804486107519143,all,-100,0,-100,none,auto,svm_rbf,1.0,3.8870248794555664,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_357,0.7965056998109245,all,-100,0,-100,none,scale,svm_rbf,10.0,3.8694162368774414,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_357,0.8733176217886023,all,-100,0,-100,none,auto,svm_rbf,10.0,3.8889484405517583,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_357,0.7700034799936295,all,-100,0,-100,none,scale,svm_rbf,100.0,3.9420795440673824,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_357,0.8726311134907859,all,-100,0,-100,none,auto,svm_rbf,100.0,3.865083694458008,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_357,0.7793140862374313,all,-100,0,-100,none,scale,svm_rbf,1000.0,3.9597997665405273,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,216,WH_C_357,11,WH_C_357,0.8762341789006053,all,-100,0,-100,none,auto,svm_rbf,1000.0,4.047656059265137,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.7586648026260577,all,-100,0,-100,none,scale,svm_rbf,0.001,4.102083206176759,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.7934150739737174,all,-100,0,-100,none,auto,svm_rbf,0.001,4.033684730529785,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.6806663744406882,all,-100,0,-100,none,scale,svm_rbf,0.01,3.9717969894409184,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.7405522875239259,all,-100,0,-100,none,auto,svm_rbf,0.01,3.9846715927124023,True
