device_id,measurement_id,room_name,room_id,predict_room,distance,optional_value,router_selection,handle_missing_values_strategy,router_presence_threshold,router_rssi_threshold,value_scaling_strategy,gamma_value,algorithm,algorithm_value,duration,correct
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,398,WH_C_442,20,WH_C_442,0.87,-1,all,-100,0,-100,none,1,random_forest,11.0,4.367883682250976,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,398,WH_C_442,20,WH_C_442,0.81,-1,all,-100,0,-100,none,1,random_forest,13.0,4.360428810119629,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,398,WH_C_442,20,WH_C_442,0.8166666666666667,-1,all,-100,0,-100,none,1,random_forest,15.0,4.27464771270752,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,398,WH_C_442,20,WH_C_442,0.8633333333333333,-1,all,-100,0,-100,none,1,random_forest,17.0,4.256587982177734,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,398,WH_C_442,20,WH_C_442,0.8466666666666667,-1,all,-100,0,-100,none,1,random_forest,19.0,4.292937278747559,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,398,WH_C_442,20,WH_C_442,0.7966666666666666,-1,all,-100,0,-100,none,1,random_forest,21.0,4.344771385192871,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,398,WH_C_442,20,WH_C_442,0.84,-1,all,-100,0,-100,none,1,random_forest,,4.276663780212402,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_456,0.2722610189458148,-1,all,-100,0,-100,none,1,random_forest,1.0,4.290655136108398,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_456,0.3364756625056153,-1,all,-100,0,-100,none,1,random_forest,3.0,4.306683540344238,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_406,0.2776665954239722,-1,all,-100,0,-100,none,1,random_forest,5.0,4.4328393936157235,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_406,0.3315473975884568,-1,all,-100,0,-100,none,1,random_forest,7.0,4.4810686111450195,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_406,0.3221537142051849,-1,all,-100,0,-100,none,1,random_forest,9.0,4.406191825866699,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_406,0.344597902097902,-1,all,-100,0,-100,none,1,random_forest,11.0,4.396411895751954,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_405,0.3183333333333333,-1,all,-100,0,-100,none,1,random_forest,13.0,4.250240325927734,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_405,0.3266666666666666,-1,all,-100,0,-100,none,1,random_forest,15.0,4.357015609741211,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_405,0.34,-1,all,-100,0,-100,none,1,random_forest,17.0,4.264108657836913,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_406,0.34,-1,all,-100,0,-100,none,1,random_forest,19.0,4.28849983215332,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_406,0.39,-1,all,-100,0,-100,none,1,random_forest,21.0,4.2639360427856445,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,578,WH_C_458,28,WH_C_405,0.3833333333333333,-1,all,-100,0,-100,none,1,random_forest,,4.298944473266602,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_424,0.1739128762656603,-1,all,-100,0,-100,none,1,random_forest,1.0,4.311916351318359,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_424,0.225045674428317,-1,all,-100,0,-100,none,1,random_forest,3.0,4.4753923416137695,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_424,0.310738011988012,-1,all,-100,0,-100,none,1,random_forest,5.0,4.4819116592407235,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_424,0.2952777777777777,-1,all,-100,0,-100,none,1,random_forest,7.0,4.482324600219727,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_447,0.25,-1,all,-100,0,-100,none,1,random_forest,9.0,4.419456481933594,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_424,0.25,-1,all,-100,0,-100,none,1,random_forest,11.0,4.429116249084473,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_424,0.3233333333333333,-1,all,-100,0,-100,none,1,random_forest,13.0,4.344876289367676,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_424,0.2733333333333333,-1,all,-100,0,-100,none,1,random_forest,15.0,4.33545970916748,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_424,0.31,-1,all,-100,0,-100,none,1,random_forest,17.0,4.337831497192383,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_424,0.28,-1,all,-100,0,-100,none,1,random_forest,19.0,4.346559524536133,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_424,0.2433333333333333,-1,all,-100,0,-100,none,1,random_forest,21.0,4.331616401672363,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,472,WH_C_447,24,WH_C_424,0.2866666666666667,-1,all,-100,0,-100,none,1,random_forest,,4.442964553833008,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.1807047027812897,-1,all,-100,0,-100,none,1,random_forest,1.0,4.276515960693359,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.4526072007880618,-1,all,-100,0,-100,none,1,random_forest,3.0,4.304376602172852,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.6237721439998154,-1,all,-100,0,-100,none,1,random_forest,5.0,4.460760116577148,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.6942777777777778,-1,all,-100,0,-100,none,1,random_forest,7.0,4.385095596313477,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.6966666666666667,-1,all,-100,0,-100,none,1,random_forest,9.0,4.425351142883301,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.7033333333333334,-1,all,-100,0,-100,none,1,random_forest,11.0,4.341055870056152,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.7033333333333334,-1,all,-100,0,-100,none,1,random_forest,13.0,4.283836364746094,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.7033333333333334,-1,all,-100,0,-100,none,1,random_forest,15.0,4.283452987670898,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.7366666666666667,-1,all,-100,0,-100,none,1,random_forest,17.0,4.282487869262695,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.7366666666666667,-1,all,-100,0,-100,none,1,random_forest,19.0,4.273175239562988,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.7066666666666667,-1,all,-100,0,-100,none,1,random_forest,21.0,4.29852294921875,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,317,WH_C_405,16,WH_C_404,0.7033333333333334,-1,all,-100,0,-100,none,1,random_forest,,4.468855857849122,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.2260179708803962,-1,all,-100,0,-100,none,1,random_forest,1.0,4.432000160217285,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.5517548715492234,-1,all,-100,0,-100,none,1,random_forest,3.0,4.375180244445801,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.6960804720898693,-1,all,-100,0,-100,none,1,random_forest,5.0,4.402908325195312,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.7299092419018891,-1,all,-100,0,-100,none,1,random_forest,7.0,4.432451248168945,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.7047222222222221,-1,all,-100,0,-100,none,1,random_forest,9.0,4.526015281677246,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.73,-1,all,-100,0,-100,none,1,random_forest,11.0,4.371360778808594,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.73,-1,all,-100,0,-100,none,1,random_forest,13.0,4.351831436157227,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.74,-1,all,-100,0,-100,none,1,random_forest,15.0,4.3556718826293945,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.76,-1,all,-100,0,-100,none,1,random_forest,17.0,4.409651756286621,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.7533333333333333,-1,all,-100,0,-100,none,1,random_forest,19.0,4.363619804382324,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.6666666666666666,-1,all,-100,0,-100,none,1,random_forest,21.0,4.353699684143066,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,611,WH_C_624,31,WH_C_334,0.7266666666666667,-1,all,-100,0,-100,none,1,random_forest,,4.381524085998535,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.4015946940831226,-1,all,-100,0,-100,none,1,random_forest,1.0,4.287980079650878,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.8710178916746183,-1,all,-100,0,-100,none,1,random_forest,3.0,4.387628555297852,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.9283939393939392,-1,all,-100,0,-100,none,1,random_forest,5.0,4.669343948364258,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.92,-1,all,-100,0,-100,none,1,random_forest,7.0,4.362520217895508,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.9033333333333332,-1,all,-100,0,-100,none,1,random_forest,9.0,4.305580139160156,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.93,-1,all,-100,0,-100,none,1,random_forest,11.0,4.332731246948241,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.9266666666666666,-1,all,-100,0,-100,none,1,random_forest,13.0,4.301115036010742,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.91,-1,all,-100,0,-100,none,1,random_forest,15.0,4.248787879943848,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.9233333333333332,-1,all,-100,0,-100,none,1,random_forest,17.0,4.244307518005371,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.9466666666666668,-1,all,-100,0,-100,none,1,random_forest,19.0,4.259003639221192,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.9133333333333332,-1,all,-100,0,-100,none,1,random_forest,21.0,4.355079650878906,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,421,WH_C_444,21,WH_C_444,0.92,-1,all,-100,0,-100,none,1,random_forest,,4.2447919845581055,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_350,0.1107068902913155,-1,all,-100,0,-100,none,1,random_forest,1.0,4.329103469848633,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_351,0.2446647163346758,-1,all,-100,0,-100,none,1,random_forest,3.0,4.335330963134766,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_351,0.5533162450439932,-1,all,-100,0,-100,none,1,random_forest,5.0,4.414112091064453,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_351,0.6940767961144106,-1,all,-100,0,-100,none,1,random_forest,7.0,4.466163635253906,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_351,0.7327777777777778,-1,all,-100,0,-100,none,1,random_forest,9.0,4.336483001708984,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_351,0.7266666666666667,-1,all,-100,0,-100,none,1,random_forest,11.0,4.333934783935547,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_351,0.74,-1,all,-100,0,-100,none,1,random_forest,13.0,4.3478193283081055,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_351,0.7733333333333333,-1,all,-100,0,-100,none,1,random_forest,15.0,4.318023681640625,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_351,0.74,-1,all,-100,0,-100,none,1,random_forest,17.0,4.399415969848633,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_351,0.72,-1,all,-100,0,-100,none,1,random_forest,19.0,4.327964782714844,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_351,0.8166666666666667,-1,all,-100,0,-100,none,1,random_forest,21.0,4.327280044555664,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,124,WH_C_351,5,WH_C_351,0.7133333333333334,-1,all,-100,0,-100,none,1,random_forest,,4.323704719543458,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_606,0.3479323486317319,-1,all,-100,0,-100,none,1,random_forest,1.0,4.328598976135255,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_401,0.3509088800726731,-1,all,-100,0,-100,none,1,random_forest,3.0,4.292463302612305,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_401,0.4011111111111111,-1,all,-100,0,-100,none,1,random_forest,5.0,4.341887474060059,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_401,0.3933333333333333,-1,all,-100,0,-100,none,1,random_forest,7.0,4.440224647521973,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_401,0.4133333333333333,-1,all,-100,0,-100,none,1,random_forest,9.0,4.323371887207031,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_401,0.3833333333333333,-1,all,-100,0,-100,none,1,random_forest,11.0,4.322787284851074,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_401,0.3866666666666666,-1,all,-100,0,-100,none,1,random_forest,13.0,4.272775650024414,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_401,0.39,-1,all,-100,0,-100,none,1,random_forest,15.0,4.304384231567383,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_401,0.3766666666666666,-1,all,-100,0,-100,none,1,random_forest,17.0,4.27667999267578,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_401,0.44,-1,all,-100,0,-100,none,1,random_forest,19.0,4.332343101501465,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_401,0.3966666666666666,-1,all,-100,0,-100,none,1,random_forest,21.0,4.406780242919922,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,232,WH_C_401,12,WH_C_401,0.3866666666666666,-1,all,-100,0,-100,none,1,random_forest,,4.314199447631836,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_401,0.3444915812471216,-1,all,-100,0,-100,none,1,random_forest,1.0,4.261068344116211,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_402,0.5377521286517926,-1,all,-100,0,-100,none,1,random_forest,3.0,4.359555244445801,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_402,0.5599841269841269,-1,all,-100,0,-100,none,1,random_forest,5.0,4.383208274841309,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_402,0.5566666666666666,-1,all,-100,0,-100,none,1,random_forest,7.0,4.321207046508789,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_402,0.5266666666666666,-1,all,-100,0,-100,none,1,random_forest,9.0,4.27616310119629,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_402,0.5633333333333334,-1,all,-100,0,-100,none,1,random_forest,11.0,4.296571731567383,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_402,0.6033333333333334,-1,all,-100,0,-100,none,1,random_forest,13.0,4.336099624633789,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_402,0.5733333333333334,-1,all,-100,0,-100,none,1,random_forest,15.0,4.3338117599487305,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_402,0.5733333333333334,-1,all,-100,0,-100,none,1,random_forest,17.0,4.291919708251954,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_402,0.5633333333333334,-1,all,-100,0,-100,none,1,random_forest,19.0,4.331500053405762,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_402,0.5466666666666666,-1,all,-100,0,-100,none,1,random_forest,21.0,4.302392005920409,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,278,WH_C_402,13,WH_C_402,0.5633333333333334,-1,all,-100,0,-100,none,1,random_forest,,4.370932579040527,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,662,WH_C_638,34,WH_C_635,0.1034229586577222,-1,all,-100,0,-100,none,1,random_forest,1.0,4.27401065826416,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,662,WH_C_638,34,WH_C_640,0.1655286195489576,-1,all,-100,0,-100,none,1,random_forest,3.0,4.349895477294922,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,662,WH_C_638,34,WH_C_638,0.1975596015560046,-1,all,-100,0,-100,none,1,random_forest,5.0,4.3654985427856445,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,662,WH_C_638,34,WH_C_638,0.2465640946743888,-1,all,-100,0,-100,none,1,random_forest,7.0,4.308035850524902,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,662,WH_C_638,34,WH_C_638,0.2477777777777777,-1,all,-100,0,-100,none,1,random_forest,9.0,4.59764289855957,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,662,WH_C_638,34,WH_C_638,0.2133333333333333,-1,all,-100,0,-100,none,1,random_forest,11.0,4.383039474487305,True
